id,word,meaning,pos,level,dictionaryType,created_at
1410,denounce,비난하다,verb,c1,enko,2025-08-04 15:39
1411,dense,밀집한,adjective,c1,enko,2025-08-04 15:39
1412,density,밀도,noun,c1,enko,2025-08-04 15:39
1413,dentist,치과 의사,noun,a2,enko,2025-08-04 15:39
1414,deny,부인하다,verb,b2,enko,2025-08-04 15:39
1415,depart,출발하다,verb,b2,enko,2025-08-04 15:39
1416,department,부서,noun,a2,enko,2025-08-04 15:39
1417,departure,출발,noun,b1,enko,2025-08-04 15:39
1418,depend,의존하다,verb,a2,enko,2025-08-04 15:39
1419,dependence,의존,noun,c1,enko,2025-08-04 15:39
1420,dependent,매달린,adjective,b2,enko,2025-08-04 15:39
1421,depict,묘사하다,verb,c1,enko,2025-08-04 15:39
1422,deploy,배치하다,verb,c1,enko,2025-08-04 15:39
1423,deployment,전개,noun,c1,enko,2025-08-04 15:39
1424,deposit,보증금,noun,b2,enko,2025-08-04 15:39
1425,deposit,보증금,verb,c1,enko,2025-08-04 15:39
1426,depressed,우울한,adjective,b2,enko,2025-08-04 15:39
1427,depressing,우울한,adjective,b2,enko,2025-08-04 15:39
1428,depression,우울증,noun,b2,enko,2025-08-04 15:39
1429,deprive,빼앗다,verb,c1,enko,2025-08-04 15:39
1430,depth,깊이,noun,b2,enko,2025-08-04 15:39
1431,deputy,대리인,noun,c1,enko,2025-08-04 15:39
1432,derive,파생하다,verb,b2,enko,2025-08-04 15:39
1433,descend,내려가다,verb,c1,enko,2025-08-04 15:39
1434,descent,하강,noun,c1,enko,2025-08-04 15:39
1435,describe,설명하다,verb,a1,enko,2025-08-04 15:39
1436,description,설명,noun,a1,enko,2025-08-04 15:39
1437,desert,사막,noun,a2,enko,2025-08-04 15:39
1438,desert,사막,verb,b2,enko,2025-08-04 15:39
1439,deserve,~ 받을 만하다,verb,b2,enko,2025-08-04 15:39
1440,design,설계,noun,a1,enko,2025-08-04 15:39
1441,design,설계,verb,a1,enko,2025-08-04 15:39
1442,designate,가리키다,verb,c1,enko,2025-08-04 15:39
1443,designer,디자이너,noun,a2,enko,2025-08-04 15:39
1444,desirable,바람직한,adjective,c1,enko,2025-08-04 15:39
1445,desire,욕구,noun,b2,enko,2025-08-04 15:39
1446,desire,욕구,verb,b2,enko,2025-08-04 15:39
1447,desk,책상,noun,a1,enko,2025-08-04 15:39
1448,desktop,데스크톱,noun,c1,enko,2025-08-04 15:39
1449,desperate,자포자기한,adjective,b2,enko,2025-08-04 15:39
1450,desperately,필사적으로,adverb,b2,enko,2025-08-04 15:39
1451,despite,~에도 불구하고,preposition,b1,enko,2025-08-04 15:39
1452,destination,목적지,noun,b1,enko,2025-08-04 15:39
1453,destroy,파괴하다,verb,a2,enko,2025-08-04 15:39
1454,destruction,파괴,noun,b2,enko,2025-08-04 15:39
1455,destructive,파괴적인,adjective,c1,enko,2025-08-04 15:39
1456,detail,세부 사항,noun,a1,enko,2025-08-04 15:39
1457,detail,세부 사항,verb,b2,enko,2025-08-04 15:39
1458,detailed,상세한,adjective,b2,enko,2025-08-04 15:39
1459,detain,구금하다,verb,c1,enko,2025-08-04 15:39
1460,detect,감지하다,verb,b2,enko,2025-08-04 15:39
1461,detection,발각,noun,c1,enko,2025-08-04 15:39
1462,detective,형사,noun,a2,enko,2025-08-04 15:39
1463,detention,구류,noun,c1,enko,2025-08-04 15:39
1464,deteriorate,악화되다,verb,c1,enko,2025-08-04 15:39
1465,determination,결정,noun,b2,enko,2025-08-04 15:39
1466,determine,결정하다,verb,b1,enko,2025-08-04 15:39
1467,determined,단호한,adjective,b1,enko,2025-08-04 15:39
1468,devastate,황폐화시키다,verb,c1,enko,2025-08-04 15:39
1469,develop,개발하다,verb,a2,enko,2025-08-04 15:39
1470,development,개발,noun,b1,enko,2025-08-04 15:39
1471,device,장치,noun,a2,enko,2025-08-04 15:39
1472,devil,악마,noun,c1,enko,2025-08-04 15:39
1473,devise,유증,verb,c1,enko,2025-08-04 15:39
1474,devote,바치다,verb,b2,enko,2025-08-04 15:39
1475,diagnose,진단하다,verb,c1,enko,2025-08-04 15:39
1476,diagnosis,진단,noun,c1,enko,2025-08-04 15:39
1477,diagram,도표,noun,b1,enko,2025-08-04 15:39
1478,dialogue,대화,noun,a1,enko,2025-08-04 15:39
1479,diamond,다이아몬드,noun,b1,enko,2025-08-04 15:39
1480,diary,다이어리,noun,a2,enko,2025-08-04 15:39
1481,dictate,명령,verb,c1,enko,2025-08-04 15:39
1482,dictator,독재자,noun,c1,enko,2025-08-04 15:39
1483,dictionary,사전,noun,a1,enko,2025-08-04 15:39
1484,die,주사위,verb,a1,enko,2025-08-04 15:39
1485,diet,다이어트,noun,a1,enko,2025-08-04 15:39
1486,differ,다르다,verb,b2,enko,2025-08-04 15:39
1487,difference,차이점,noun,a1,enko,2025-08-04 15:39
1488,different,다른,adjective,a1,enko,2025-08-04 15:39
1489,differentiate,구별 짓다,verb,c1,enko,2025-08-04 15:39
1490,differently,다르게,adverb,a2,enko,2025-08-04 15:39
1491,difficult,어려운,adjective,a1,enko,2025-08-04 15:39
1492,difficulty,어려움,noun,b1,enko,2025-08-04 15:39
1493,dig,파기,verb,b2,enko,2025-08-04 15:39
1494,digital,디지털,adjective,a2,enko,2025-08-04 15:39
1495,dignity,위엄,noun,c1,enko,2025-08-04 15:39
1496,dilemma,양도 논법,noun,c1,enko,2025-08-04 15:39
1497,dimension,차원,noun,c1,enko,2025-08-04 15:39
1498,diminish,줄다,verb,c1,enko,2025-08-04 15:39
1499,dinner,저녁,noun,a1,enko,2025-08-04 15:39
1500,dip,담그다,verb,c1,enko,2025-08-04 15:39
1501,diplomat,외교관,noun,c1,enko,2025-08-04 15:39
1502,diplomatic,외교적,adjective,c1,enko,2025-08-04 15:39
1503,direct,직접,adjective,a2,enko,2025-08-04 15:39
1504,direct,직접,adverb,b1,enko,2025-08-04 15:39
1505,direct,직접,verb,b1,enko,2025-08-04 15:39
1506,direction,방향,noun,a2,enko,2025-08-04 15:39
1507,directly,곧장,adverb,b1,enko,2025-08-04 15:39
1508,director,감독,noun,a2,enko,2025-08-04 15:39
1509,directory,예배 규칙서,noun,c1,enko,2025-08-04 15:39
1510,dirt,흙,noun,b1,enko,2025-08-04 15:39
1511,dirty,더러운,adjective,a1,enko,2025-08-04 15:39
1512,disability,무능,noun,b2,enko,2025-08-04 15:39
1513,disabled,장애가 있는,adjective,b2,enko,2025-08-04 15:39
1514,disadvantage,불리,noun,b1,enko,2025-08-04 15:39
1515,disagree,맞지 않다,verb,a2,enko,2025-08-04 15:39
1516,disagreement,불쾌한 일,noun,b2,enko,2025-08-04 15:39
1517,disappear,사라지다,verb,a2,enko,2025-08-04 15:39
1518,disappoint,어긋나게 하다,verb,b2,enko,2025-08-04 15:39
1519,disappointed,실망한,adjective,b1,enko,2025-08-04 15:39
1520,disappointing,실망스럽다,adjective,b1,enko,2025-08-04 15:39
1521,disappointment,실망,noun,b2,enko,2025-08-04 15:39
1522,disaster,재해,noun,a2,enko,2025-08-04 15:39
1523,disastrous,비참한,adjective,c1,enko,2025-08-04 15:39
1524,disc,디스크,noun,b2,enko,2025-08-04 15:39
1525,discard,버리다,verb,c1,enko,2025-08-04 15:39
1526,discharge,해고하다,verb,c1,enko,2025-08-04 15:39
1527,discipline,규율,noun,b2,enko,2025-08-04 15:39
1528,disclose,드러내다,verb,c1,enko,2025-08-04 15:39
1529,disclosure,폭로,noun,c1,enko,2025-08-04 15:39
1530,discount,할인,noun,b1,enko,2025-08-04 15:39
1531,discount,할인,verb,b2,enko,2025-08-04 15:39
1532,discourage,낙담시키다,verb,b2,enko,2025-08-04 15:39
1533,discourse,담화,noun,c1,enko,2025-08-04 15:39
1534,discover,발견하다,verb,a2,enko,2025-08-04 15:39
1535,discovery,발견,noun,a2,enko,2025-08-04 15:39
1536,discretion,재량,noun,c1,enko,2025-08-04 15:39
1537,discrimination,차별,noun,c1,enko,2025-08-04 15:39
1538,discuss,논의하다,verb,a1,enko,2025-08-04 15:39
1539,discussion,논의,noun,a2,enko,2025-08-04 15:39
1540,disease,질병,noun,a2,enko,2025-08-04 15:39
1541,dish,접시,noun,a1,enko,2025-08-04 15:39
1542,dishonest,부정한,adjective,b2,enko,2025-08-04 15:39
1543,disk,디스크,noun,b2,enko,2025-08-04 15:39
1544,dislike,싫어함,noun,b1,enko,2025-08-04 15:39
1545,dislike,싫어함,verb,b1,enko,2025-08-04 15:39
1546,dismiss,해고하다,verb,b2,enko,2025-08-04 15:39
1547,dismissal,해임,noun,c1,enko,2025-08-04 15:39
1548,disorder,무질서,noun,b2,enko,2025-08-04 15:39
1549,displace,대신 들어서다,verb,c1,enko,2025-08-04 15:39
1550,display,표시하다,noun,b2,enko,2025-08-04 15:39
1551,display,표시하다,verb,b2,enko,2025-08-04 15:39
1552,disposal,처분,noun,c1,enko,2025-08-04 15:39
1553,dispose,처분하다,verb,c1,enko,2025-08-04 15:39
1554,dispute,논쟁,noun,c1,enko,2025-08-04 15:39
1555,dispute,논쟁,verb,c1,enko,2025-08-04 15:39
1556,disrupt,방해하다,verb,c1,enko,2025-08-04 15:39
1557,disruption,분열,noun,c1,enko,2025-08-04 15:39
1558,dissolve,디졸브,verb,c1,enko,2025-08-04 15:39
1559,distance,거리,noun,a2,enko,2025-08-04 15:39
1560,distant,먼,adjective,b2,enko,2025-08-04 15:39
1561,distinct,별개의,adjective,b2,enko,2025-08-04 15:39
1562,distinction,구별,noun,c1,enko,2025-08-04 15:39
1563,distinctive,독특한,adjective,c1,enko,2025-08-04 15:39
1564,distinguish,구별하다,verb,b2,enko,2025-08-04 15:39
1565,distort,왜곡하다,verb,c1,enko,2025-08-04 15:39
1566,distract,괴롭히다,verb,b2,enko,2025-08-04 15:39
1567,distress,고통,noun,c1,enko,2025-08-04 15:39
1568,distress,고통,verb,c1,enko,2025-08-04 15:39
1569,distribute,분배하다,verb,b2,enko,2025-08-04 15:39
1570,distribution,분포,noun,b2,enko,2025-08-04 15:39
1571,district,구역,noun,b2,enko,2025-08-04 15:39
1572,disturb,방해하다,verb,b2,enko,2025-08-04 15:39
1573,disturbing,불안하다,adjective,c1,enko,2025-08-04 15:39
1574,dive,잠수,noun,b2,enko,2025-08-04 15:39
1575,dive,잠수,verb,b2,enko,2025-08-04 15:39
1576,diverse,다양한,adjective,b2,enko,2025-08-04 15:39
1577,diversity,다양성,noun,b2,enko,2025-08-04 15:39
1578,divert,전환하다,verb,c1,enko,2025-08-04 15:39
1579,divide,나누다,noun,b2,enko,2025-08-04 15:39
1580,divide,나누다,verb,b1,enko,2025-08-04 15:39
1581,divine,신성한,adjective,c1,enko,2025-08-04 15:39
1582,division,분할,noun,b2,enko,2025-08-04 15:39
1583,divorce,이혼,noun,b2,enko,2025-08-04 15:39
1584,divorce,이혼,verb,b2,enko,2025-08-04 15:39
1585,divorced,이혼했다,adjective,a2,enko,2025-08-04 15:39
1586,do,하다,verb,a1,enko,2025-08-04 15:39
1587,do,하다,auxiliary verb,a1,enko,2025-08-04 15:39
1588,doctor,의사,noun,a1,enko,2025-08-04 15:39
1589,doctrine,교의,noun,c1,enko,2025-08-04 15:39
1590,document,문서,noun,a2,enko,2025-08-04 15:39
1591,document,문서,verb,b2,enko,2025-08-04 15:39
1592,documentary,기록한 것,noun,b1,enko,2025-08-04 15:39
1593,documentation,선적 서류 비치,noun,c1,enko,2025-08-04 15:39
1594,dog,개,noun,a1,enko,2025-08-04 15:39
1595,dollar,달러,noun,a1,enko,2025-08-04 15:39
1596,domain,도메인,noun,c1,enko,2025-08-04 15:39
1597,domestic,국내의,adjective,b2,enko,2025-08-04 15:39
1598,dominance,권세,noun,c1,enko,2025-08-04 15:39
1599,dominant,우성,adjective,b2,enko,2025-08-04 15:39
1600,dominate,빼어나게 솟다,verb,b2,enko,2025-08-04 15:39
1601,donate,기부하다,verb,b1,enko,2025-08-04 15:39
1602,donation,기부,noun,b2,enko,2025-08-04 15:39
1603,donor,기증자,noun,c1,enko,2025-08-04 15:39
1604,door,문,noun,a1,enko,2025-08-04 15:39
1605,dose,정량,noun,c1,enko,2025-08-04 15:39
1606,dot,점,noun,b2,enko,2025-08-04 15:39
1607,double,더블,adjective,a2,enko,2025-08-04 15:39
1608,double,더블,adverb,b1,enko,2025-08-04 15:39
1609,double,더블,determiner,a2,enko,2025-08-04 15:39
1610,double,더블,pronoun,a2,enko,2025-08-04 15:39
1611,double,더블,verb,a2,enko,2025-08-04 15:39
1612,doubt,의심,noun,b1,enko,2025-08-04 15:39
1613,doubt,의심,verb,b1,enko,2025-08-04 15:39
1614,down,아래에,adverb,a1,enko,2025-08-04 15:39
1615,down,아래에,preposition,a1,enko,2025-08-04 15:39
1616,download,다운로드,noun,a2,enko,2025-08-04 15:39
1617,download,다운로드,verb,a2,enko,2025-08-04 15:39
1618,downstairs,아래층,adjective,a2,enko,2025-08-04 15:39
1619,downstairs,아래층,adverb,a1,enko,2025-08-04 15:39
1620,downtown,도심,adjective,b2,enko,2025-08-04 15:39
1621,downtown,도심,adverb,b2,enko,2025-08-04 15:39
1622,downtown,도심,noun,b2,enko,2025-08-04 15:39
1623,downwards,아래로,adverb,b2,enko,2025-08-04 15:39
1624,dozen,다스,determiner,b2,enko,2025-08-04 15:39
1625,dozen,다스,noun,b2,enko,2025-08-04 15:39
1626,draft,초안,noun,b2,enko,2025-08-04 15:39
1627,draft,초안,verb,b2,enko,2025-08-04 15:39
1628,drag,견인,verb,b2,enko,2025-08-04 15:39
1629,drain,물을 빼다,verb,c1,enko,2025-08-04 15:39
1630,drama,드라마,noun,a2,enko,2025-08-04 15:39
1631,dramatic,극적인,adjective,b2,enko,2025-08-04 15:39
1632,dramatically,극적으로,adverb,b2,enko,2025-08-04 15:39
1633,draw,그리다,verb,a1,enko,2025-08-04 15:39
1634,drawing,그림,noun,a2,enko,2025-08-04 15:39
1635,dream,꿈,noun,a2,enko,2025-08-04 15:39
1636,dream,꿈,verb,a2,enko,2025-08-04 15:39
1637,dress,드레스,noun,a1,enko,2025-08-04 15:39
1638,dress,드레스,verb,a1,enko,2025-08-04 15:39
1639,dressed,옷을 입은,adjective,b1,enko,2025-08-04 15:39
1640,drift,경향,verb,c1,enko,2025-08-04 15:39
1641,drink,마시다,noun,a1,enko,2025-08-04 15:39
1642,drink,마시다,verb,a1,enko,2025-08-04 15:39
1643,drive,운전하다,noun,a2,enko,2025-08-04 15:39
1644,drive,운전하다,verb,a1,enko,2025-08-04 15:39
1645,driver,운전사,noun,a1,enko,2025-08-04 15:39
1646,driving,운전,adjective,c1,enko,2025-08-04 15:39
1647,driving,운전,noun,a2,enko,2025-08-04 15:39
1648,drop,떨어지다,noun,b1,enko,2025-08-04 15:39
1649,drop,떨어지다,verb,a2,enko,2025-08-04 15:39
1650,drought,가뭄,noun,b2,enko,2025-08-04 15:39
1651,drown,안 들리게 하다,verb,c1,enko,2025-08-04 15:39
1652,drug,의약품,noun,a2,enko,2025-08-04 15:39
1653,drum,북,noun,b1,enko,2025-08-04 15:39
1654,drunk,술 취한,adjective,b1,enko,2025-08-04 15:39
1655,dry,마른,adjective,a2,enko,2025-08-04 15:39
1656,dry,마른,verb,a2,enko,2025-08-04 15:39
1657,dual,이중,adjective,c1,enko,2025-08-04 15:39
1658,dub,서투른 사람,verb,c1,enko,2025-08-04 15:39
1659,due,~로 인한,adjective,b1,enko,2025-08-04 15:39
1660,dull,따분한,adjective,b2,enko,2025-08-04 15:39
1661,dumb,멍청한,adjective,c1,enko,2025-08-04 15:39
1662,dump,덤프,verb,b2,enko,2025-08-04 15:39
1663,duo,듀오,noun,c1,enko,2025-08-04 15:39
1664,duration,지속,noun,b2,enko,2025-08-04 15:39
1665,during,~ 동안,preposition,a1,enko,2025-08-04 15:39
1666,dust,먼지,noun,b1,enko,2025-08-04 15:39
1667,duty,의무,noun,b1,enko,2025-08-04 15:39
1668,DVD,DVD,noun,a1,enko,2025-08-04 15:39
1669,dynamic,동적,adjective,b2,enko,2025-08-04 15:39
1670,dynamic,동적,noun,c1,enko,2025-08-04 15:39
1671,each,각,adverb,a1,enko,2025-08-04 15:39
1672,each,각,determiner,a1,enko,2025-08-04 15:39
1673,each,각,pronoun,a1,enko,2025-08-04 15:39
1674,eager,열렬한,adjective,c1,enko,2025-08-04 15:39
1675,ear,귀,noun,a1,enko,2025-08-04 15:39
1676,early,일찍,adjective,a1,enko,2025-08-04 15:39
1677,early,일찍,adverb,a1,enko,2025-08-04 15:39
1678,earn,벌다,verb,a2,enko,2025-08-04 15:39
1679,earnings,수입,noun,c1,enko,2025-08-04 15:39
1680,earth,지구,noun,a2,enko,2025-08-04 15:39
1681,earthquake,지진,noun,b1,enko,2025-08-04 15:39
1682,ease,쉬움,noun,c1,enko,2025-08-04 15:39
1683,ease,쉬움,verb,c1,enko,2025-08-04 15:39
1684,easily,쉽게,adverb,a2,enko,2025-08-04 15:39
1685,east,동쪽,adjective,a1,enko,2025-08-04 15:39
1686,east,동쪽,adverb,a1,enko,2025-08-04 15:39
1687,east,동쪽,noun,a1,enko,2025-08-04 15:39
1688,eastern,동부,adjective,b1,enko,2025-08-04 15:39
1689,easy,쉬운,adjective,a1,enko,2025-08-04 15:39
1690,eat,먹다,verb,a1,enko,2025-08-04 15:39
1691,echo,에코,noun,c1,enko,2025-08-04 15:39
1692,echo,에코,verb,c1,enko,2025-08-04 15:39
1693,ecological,생태학적,adjective,c1,enko,2025-08-04 15:39
1694,economic,간결한,adjective,b1,enko,2025-08-04 15:39
1695,economics,경제학,noun,b2,enko,2025-08-04 15:39
1696,economist,경제학자,noun,b2,enko,2025-08-04 15:39
1697,economy,경제,noun,b1,enko,2025-08-04 15:39
1698,edge,가장자리,noun,b1,enko,2025-08-04 15:39
1699,edit,편집하다,verb,b2,enko,2025-08-04 15:39
1700,edition,판,noun,b2,enko,2025-08-04 15:39
1701,editor,편집자,noun,b1,enko,2025-08-04 15:39
1702,editorial,사설,adjective,b2,enko,2025-08-04 15:39
1703,educate,기르다,verb,b1,enko,2025-08-04 15:39
1704,educated,교육받은,adjective,b1,enko,2025-08-04 15:39
1705,education,교육,noun,a2,enko,2025-08-04 15:39
1706,educational,교육적,adjective,b1,enko,2025-08-04 15:39
1707,educator,교육자,noun,c1,enko,2025-08-04 15:39
1708,effect,효과,noun,a2,enko,2025-08-04 15:39
1709,effective,효과적인,adjective,b1,enko,2025-08-04 15:39
1710,effectively,효과적으로,adverb,b1,enko,2025-08-04 15:39
1711,effectiveness,유효성,noun,c1,enko,2025-08-04 15:39
1712,efficiency,능률,noun,c1,enko,2025-08-04 15:39
1713,efficient,효율적인,adjective,b2,enko,2025-08-04 15:39
1714,efficiently,효율적으로,adverb,b2,enko,2025-08-04 15:39
1715,effort,노력,noun,b1,enko,2025-08-04 15:39
1716,egg,계란,noun,a1,enko,2025-08-04 15:39
1717,ego,자아,noun,c1,enko,2025-08-04 15:39
1718,eight,여덟,number,a1,enko,2025-08-04 15:39
1719,eighteen,십팔,number,a1,enko,2025-08-04 15:39
1720,eighty,여든,number,a1,enko,2025-08-04 15:39
1721,either,어느 하나,adverb,a2,enko,2025-08-04 15:39
1722,either,어느 하나,determiner,a2,enko,2025-08-04 15:39
1723,either,어느 하나,pronoun,a2,enko,2025-08-04 15:39
1724,elaborate,정교한,adjective,c1,enko,2025-08-04 15:39
1725,elbow,팔꿈치,noun,b2,enko,2025-08-04 15:39
1726,elderly,연세가 드신,adjective,b2,enko,2025-08-04 15:39
1727,elect,선택된,verb,b2,enko,2025-08-04 15:39
1728,election,선거,noun,b1,enko,2025-08-04 15:39
1729,electoral,선거,adjective,c1,enko,2025-08-04 15:39
1730,electric,전기 같은,adjective,a2,enko,2025-08-04 15:39
1731,electrical,전기 같은,adjective,a2,enko,2025-08-04 15:39
1732,electricity,전기,noun,a2,enko,2025-08-04 15:39
1733,electronic,전자,adjective,a2,enko,2025-08-04 15:39
1734,electronics,전자제품,noun,b2,enko,2025-08-04 15:39
1735,elegant,우아한,adjective,b2,enko,2025-08-04 15:39
1736,element,요소,noun,b1,enko,2025-08-04 15:39
1737,elementary,초등학교,adjective,b2,enko,2025-08-04 15:39
1738,elephant,코끼리,noun,a1,enko,2025-08-04 15:39
1739,elevate,올리다,verb,c1,enko,2025-08-04 15:39
1740,eleven,열하나,number,a1,enko,2025-08-04 15:39
1741,eligible,자격이 있는,adjective,c1,enko,2025-08-04 15:39
1742,eliminate,제거하다,verb,b2,enko,2025-08-04 15:39
1743,elite,엘리트,noun,c1,enko,2025-08-04 15:39
1744,else,또 다른,adverb,a1,enko,2025-08-04 15:39
1745,elsewhere,다른 곳,adverb,b2,enko,2025-08-04 15:39
1746,email,이메일,noun,a1,enko,2025-08-04 15:39
1747,email,이메일,verb,a1,enko,2025-08-04 15:39
1748,embark,태우다,verb,c1,enko,2025-08-04 15:39
1749,embarrassed,당황스러운,adjective,b1,enko,2025-08-04 15:39
1750,embarrassing,당혹스러운,adjective,b1,enko,2025-08-04 15:39
1751,embarrassment,당황,noun,c1,enko,2025-08-04 15:39
1752,embassy,대사관,noun,c1,enko,2025-08-04 15:39
1753,embed,포함시키다,verb,c1,enko,2025-08-04 15:39
1754,embody,구현하다,verb,c1,enko,2025-08-04 15:39
1755,embrace,포옹하다,verb,b2,enko,2025-08-04 15:39
1756,emerge,알려지다,verb,b2,enko,2025-08-04 15:39
1757,emergence,출현,noun,c1,enko,2025-08-04 15:39
1758,emergency,비상,noun,b1,enko,2025-08-04 15:39
1759,emission,방사,noun,b2,enko,2025-08-04 15:39
1760,emotion,감정,noun,b1,enko,2025-08-04 15:39
1761,emotional,감정적인,adjective,b2,enko,2025-08-04 15:39
1762,emotionally,감정적으로,adverb,b2,enko,2025-08-04 15:39
1763,emphasis,중요성,noun,b2,enko,2025-08-04 15:39
1764,emphasize,강조하다,verb,b2,enko,2025-08-04 15:39
1765,empire,제국,noun,b2,enko,2025-08-04 15:39
1766,empirical,경험적,adjective,c1,enko,2025-08-04 15:39
1767,employ,고용,verb,a2,enko,2025-08-04 15:39
1768,employee,직원,noun,a2,enko,2025-08-04 15:39
1769,employer,고용주,noun,a2,enko,2025-08-04 15:39
1770,employment,고용,noun,b1,enko,2025-08-04 15:39
1771,empower,힘을 실어주다,verb,c1,enko,2025-08-04 15:39
1772,empty,비어 있는,adjective,a2,enko,2025-08-04 15:39
1773,empty,비어 있는,verb,b1,enko,2025-08-04 15:39
1774,enable,~할 수 있게 하다,verb,b2,enko,2025-08-04 15:39
1775,enact,제정하다,verb,c1,enko,2025-08-04 15:39
1776,encompass,에워 싸다,verb,c1,enko,2025-08-04 15:39
1777,encounter,맞닥뜨리다,noun,b2,enko,2025-08-04 15:39
1778,encounter,맞닥뜨리다,verb,b2,enko,2025-08-04 15:39
1779,encourage,장려하다,verb,b1,enko,2025-08-04 15:39
1780,encouragement,격려,noun,c1,enko,2025-08-04 15:39
1781,encouraging,격려하는,adjective,c1,enko,2025-08-04 15:39
1782,end,끝,noun,a1,enko,2025-08-04 15:39
1783,end,끝,verb,a1,enko,2025-08-04 15:39
1784,endeavour,노력,noun,c1,enko,2025-08-04 15:39
1785,ending,종결,noun,a2,enko,2025-08-04 15:39
1786,endless,끝없는,adjective,c1,enko,2025-08-04 15:39
1787,endorse,지지하다,verb,c1,enko,2025-08-04 15:39
1788,endorsement,배서,noun,c1,enko,2025-08-04 15:39
1789,endure,견디다,verb,c1,enko,2025-08-04 15:39
1790,enemy,적,noun,b1,enko,2025-08-04 15:39
1791,energy,에너지,noun,a2,enko,2025-08-04 15:39
1792,enforce,억지로 시키다,verb,c1,enko,2025-08-04 15:39
1793,enforcement,시행,noun,c1,enko,2025-08-04 15:39
1794,engage,관계를 맺다,verb,b2,enko,2025-08-04 15:39
1795,engaged,약혼한,adjective,b1,enko,2025-08-04 15:39
1796,engagement,약혼,noun,c1,enko,2025-08-04 15:39
1797,engaging,매력적인,adjective,c1,enko,2025-08-04 15:39
1798,engine,엔진,noun,a2,enko,2025-08-04 15:39
1799,engineer,엔지니어,noun,a2,enko,2025-08-04 15:39
1800,engineering,공학,noun,b1,enko,2025-08-04 15:39
1801,enhance,향상시키다,verb,b2,enko,2025-08-04 15:39
1802,enjoy,즐기다,verb,a1,enko,2025-08-04 15:39
1803,enjoyable,재미있는,adjective,b2,enko,2025-08-04 15:39
1804,enormous,막대한,adjective,a2,enko,2025-08-04 15:39
1805,enough,충분한,adverb,a1,enko,2025-08-04 15:39
1806,enough,충분한,determiner,a1,enko,2025-08-04 15:39
1807,enough,충분한,pronoun,a1,enko,2025-08-04 15:39
1808,enquire,묻다,verb,c1,enko,2025-08-04 15:39
1809,enquiry,문의,noun,b2,enko,2025-08-04 15:39
1810,enrich,높이다,verb,c1,enko,2025-08-04 15:39
1811,enrol,싸다,verb,c1,enko,2025-08-04 15:39
1812,ensue,...을 찾다,verb,c1,enko,2025-08-04 15:39
1813,ensure,보장하다,verb,b2,enko,2025-08-04 15:39
1814,enter,입력하다,verb,a2,enko,2025-08-04 15:39
1815,enterprise,기업,noun,c1,enko,2025-08-04 15:39
1816,entertain,즐겁게 하다,verb,b1,enko,2025-08-04 15:39
1817,entertaining,재미있는,adjective,b2,enko,2025-08-04 15:39
1818,entertainment,오락,noun,b1,enko,2025-08-04 15:39
1819,enthusiasm,열광,noun,b2,enko,2025-08-04 15:39
1820,enthusiast,열성가,noun,c1,enko,2025-08-04 15:39
1821,enthusiastic,열렬한,adjective,b2,enko,2025-08-04 15:39
1822,entire,전체,adjective,b2,enko,2025-08-04 15:39
1823,entirely,전적으로,adverb,b2,enko,2025-08-04 15:39
1824,entitle,자격을 부여하다,verb,c1,enko,2025-08-04 15:39
1825,entity,실재,noun,c1,enko,2025-08-04 15:39
1826,entrance,입구,noun,b1,enko,2025-08-04 15:39
1827,entrepreneur,기업가,noun,b2,enko,2025-08-04 15:39
1828,entry,기입,noun,b1,enko,2025-08-04 15:39
1829,envelope,봉투,noun,b2,enko,2025-08-04 15:39
1830,environment,환경,noun,a2,enko,2025-08-04 15:39
1831,environmental,환경,adjective,b1,enko,2025-08-04 15:39
1832,epidemic,감염병 유행,noun,c1,enko,2025-08-04 15:39
1833,episode,삽화,noun,b1,enko,2025-08-04 15:39
1834,equal,동일한,adjective,b1,enko,2025-08-04 15:39
1835,equal,동일한,noun,b2,enko,2025-08-04 15:39
1836,equal,동일한,verb,b1,enko,2025-08-04 15:39
1837,equality,평등,noun,c1,enko,2025-08-04 15:39
1838,equally,같이,adverb,b1,enko,2025-08-04 15:39
1839,equation,방정식,noun,c1,enko,2025-08-04 15:39
1840,equip,갖추게 하다,verb,b2,enko,2025-08-04 15:39
1841,equipment,장비,noun,a2,enko,2025-08-04 15:39
1842,equivalent,동등한,adjective,b2,enko,2025-08-04 15:39
1843,equivalent,동등한,noun,b2,enko,2025-08-04 15:39
1844,era,연대,noun,b2,enko,2025-08-04 15:39
1845,erect,세우다,verb,c1,enko,2025-08-04 15:39
1846,error,오류,noun,a2,enko,2025-08-04 15:39
1847,erupt,나다,verb,b2,enko,2025-08-04 15:39
1848,escalate,차츰 오르다,verb,c1,enko,2025-08-04 15:39
1849,escape,탈출하다,noun,b1,enko,2025-08-04 15:39
1850,escape,탈출하다,verb,b1,enko,2025-08-04 15:39
1851,especially,특히,adverb,a2,enko,2025-08-04 15:39
1852,essay,수필,noun,a2,enko,2025-08-04 15:39
1853,essence,본질,noun,c1,enko,2025-08-04 15:39
1854,essential,필수적인,adjective,b1,enko,2025-08-04 15:39
1855,essentially,본질적으로,adverb,b2,enko,2025-08-04 15:39
1856,establish,설립하다,verb,b2,enko,2025-08-04 15:39
1857,establishment,설립,noun,c1,enko,2025-08-04 15:39
